Media_Online,Seed_URL,URL_Word,Parent_Page,Anchor_Text,Surrounding_Text,Class
mediaindonesia,https://mediaindonesia.com/read/detail/235432-masih-ada-penambangan-liar-bupati-bogor-mengaku-kecolongan,0,0.65,0,0,0
mediaindonesia,https://mediaindonesia.com/read/detail/277393-pemprov-jabar-bentuk-tim-khusus-tangani-pencemaran-kali-bekasi,0,0.77,0,0,1
mediaindonesia,https://mediaindonesia.com/read/detail/253594-bergerak-bersama-untuk-wisata,0.22,0.81,0,0,1
merdeka,https://www.merdeka.com/uang/pengembangan-infrastruktur-geopark-ciletuh-butuh-sentuhan-tangan-pemerintah-pusat.html,0.66,0.85,0.26,0.49,1
merdeka,https://www.merdeka.com/peristiwa/amphitheatre-geopark-ciletuh-diakselerasi-rampung-sebelum-evaluasi-unesco.html,0.66,0.92,0.35,0.44,1
merdeka,https://www.merdeka.com/gaya/jelajah-alam-dan-budaya-lewat-festival-geopark-ciletuh-2015.html,0.72,0.92,0,0.24,1
merdeka,https://m.merdeka.com/bandung/komunitas/bio-farma-terima-apresiasi-dari-ggn-terkait-geopark-ciletuh-180116k.html,0.66,0.93,0.54,0,1
okezone,https://lifestyle.okezone.com/read/2019/11/06/406/2126222/intip-liburan-wulan-guritno-ke-geopark-ciletuh-seksi-pakai-bikini-hitam?page=3,0.66,0.79,0.7,0.88,1
okezone,https://economy.okezone.com/read/2016/11/28/470/1553053/pemerintah-siapkan-rp200-m-kembangkan-geopark-nasional-ciletuh,0.7,0.88,0,0,1
okezone,https://lifestyle.okezone.com/read/2016/06/27/406/1426243/inilah-6-titik-geopark-ciletuh-yang-wajib-dijelajahi,0.66,0.81,0.4,0,1
okezone,https://lifestyle.okezone.com/read/2015/12/23/406/1273299/taman-alam-ciletuh-ditargetkan-jadi-geopark-dunia,0.77,0.87,0,0,1
okezone,https://news.okezone.com/read/2014/03/03/527/949277/surga-dunia-itu-bernama-geopark-ciletuh,0.66,0.84,0,0,1
okezone,https://lifestyle.okezone.com/read/2019/06/13/406/2066187/promosikan-natuna-sebagai-kawasan-wisata-geopark-nasional-sail-to-natuna-pukau-wisman,0.69,0.69,0.58,0,1
okezone,https://news.okezone.com/read/2019/03/26/1/2035018/kembangkan-taman-buah-nusantara-antam-tingkatkan-perekonomian-masyarakat-bogor,0.27,0.84,0.58,0.8,1
okezone,https://news.okezone.com/read/2019/07/06/1/2075550/reydonnyzar-moenek-ajak-perantau-minang-kembangkan-geopark-silokek-sebagai-destinasi-wisata,0.58,0.75,0.53,0.58,1
okezone,https://lifestyle.okezone.com/read/2019/10/04/406/2112912/keindahan-destinasi-wisata-di-indonesia-dipromosikan-lewat-apwi,0.22,0.58,0.22,0.44,0
okezone,https://lifestyle.okezone.com/read/2019/09/23/406/2108396/adakan-minang-geopark-run-kemenpar-yakin-jumlah-wisatawan-naik-2-kali-lipat?page=3,0.53,0.79,0,0.22,1
okezone,https://lifestyle.okezone.com/read/2019/05/07/406/2052635/kemenpar-dorong-taman-nasional-komodo-jadi-destinasi-wisata-kelas-dunia,0.42,0.5,0.36,0.42,0
okezone,https://lifestyle.okezone.com/read/2019/02/09/406/2015652/yuk-intip-5-keindahan-pulau-belitung-yang-menakjubkan,0,0.75,0.22,0.63,1
pikiran-rakyat,https://www.pikiran-rakyat.com/jawa-barat/pr-01340718/geopark-ciletuh-palabuhanratu-jadi-kawasan-lindung-izin-belasan-penambang-bisa-dicabut,0.78,0.85,0.72,0.84,1
pikiran-rakyat,https://www.pikiran-rakyat.com/jawa-barat/pr-01337205/pungli-dan-harga-makanan-mahal-geopark-ciletuh-palabuhanratu-terancam-ditinggalkan-wisatawan,0.72,0.85,0.72,0.79,1
pikiran-rakyat,https://www.pikiran-rakyat.com/jawa-barat/pr-01331950/geopark-ciletuh-diharapkan-jadi-wisata-kelas-dunia-masalah-sampah-disoroti,0.7,0.89,0.71,0.89,1
pikiran-rakyat,https://www.pikiran-rakyat.com/advertorial/pr-01322627/geopark-ciletuh-izu-peninsula-geopark-jalin-kerjasama,0.66,0.81,0.53,0.79,1
pikiran-rakyat,https://www.pikiran-rakyat.com/jawa-barat/pr-01314844/rp-126-miliar-untuk-membangun-infrastruktur-geopark-ciletuh,0.66,0.92,0.72,0.79,1
pikiran-rakyat,https://www.pikiran-rakyat.com/jawa-barat/pr-01311721/puncak-julang-destinasi-wisata-alternatif-geopark-ciletuh-palabuhanratu,0.75,0.85,0.75,0.89,1
pikiran-rakyat,https://www.pikiran-rakyat.com/jawa-barat/pr-01303991/kini-indonesia-punya-15-geopark-ciletuh-palabuhanratu-paling-populer-433879,0.72,0.95,0.72,0.84,1
pikiran-rakyat,https://www.pikiran-rakyat.com/jawa-barat/pr-01303159/setelah-ciletuh-jabar-kembangkan-potensi-geopark-di-4-wilayah-lain-432833,0.66,0.92,0.53,0.79,1
pikiran-rakyat,https://www.pikiran-rakyat.com/jawa-barat/pr-01302203/tari-jipeng-pecahkan-rekor-di-festival-geopark-ciletuh-431552,0.66,0.89,0.66,0.79,1
pikiran-rakyat,https://www.pikiran-rakyat.com/jawa-barat/pr-01299835/iriawan-geopark-ciletuh-palabuhanratu-harus-jadi-perhatian-dunia-428209,0.72,0.82,0.66,0.79,1
pikiran-rakyat,https://www.pikiran-rakyat.com/jawa-barat/pr-01297821/aher-ajak-investor-jadi-bagian-mempercantik-geopark-dunia-ciletuh,0.66,0.85,0.72,0.79,1
pikiran-rakyat,https://www.pikiran-rakyat.com/jawa-barat/pr-01297300/ini-dia-penampakan-sertifikat-ugg-untuk-ciletuh-palabuanratu-424657,0.72,0.82,0.66,0.79,1
pikiran-rakyat,https://www.pikiran-rakyat.com/jawa-barat/pr-01296266/pemprov-jabar-genjot-infrastruktur-destinasi-wisata-dunia-geopark-ciletuh,0.7,0.87,0.72,0.79,1
pikiran-rakyat,https://www.pikiran-rakyat.com/jawa-barat/pr-01295981/unesco-resmi-akui-geopark-ciletuh-palabuhanratu-destinasi-wisata-dunia-422844,0.75,0.85,0.72,0.87,1
pikiran-rakyat,https://www.pikiran-rakyat.com/jawa-barat/pr-01292772/penebangan-pohon-secara-sporadis-ancam-keasrian-wisata-geopark-ciletuh-418500,0.7,0.88,0.71,0.89,1
pikiran-rakyat,https://www.pikiran-rakyat.com/bandung-raya/pr-01292414/bandara-baru-akan-dibangun-di-geopark-ciletuh-418005,0.66,0.71,0.71,0.89,1
pikiran-rakyat,https://www.pikiran-rakyat.com/jawa-barat/pr-01292326/longsor-timbun-jalan-lama-menuju-geopark-ciletuh-417897,0.66,0.79,0.66,0.84,1
pikiran-rakyat,https://www.pikiran-rakyat.com/ekonomi/pr-01292073/wiwiek-sisto-widayat-dan-sejumput-asa-bagi-tatar-priangan-417568,0,0.75,0,0.35,1
pikiran-rakyat,https://www.pikiran-rakyat.com/jawa-barat/pr-01291640/atraksi-pilot-paralayang-daya-tarik-liburan-tahun-baru-ke-geopark-ciletuh,0.66,0.87,0.71,0.89,1
pikiran-rakyat,https://www.pikiran-rakyat.com/jawa-barat/pr-01291402/sempat-rusak-dan-berlubang-jalur-sabuk-geopark-ciletuh-kini-mulus-416675,0.66,0.89,0.66,0.79,1
pikiran-rakyat,https://www.pikiran-rakyat.com/jawa-barat/pr-01290247/jelang-kedatangan-joko-widodo-sejumlah-sarana-geopark-ciletuh-palabuhanratu,0.72,0.88,0.76,0.89,1
pikiran-rakyat,https://www.pikiran-rakyat.com/jawa-barat/pr-01322636/kembangkan-geopark-sukabumi-jalin-kerja-sama-dengan-jepang?page=2,0.59,0.53,0.71,0.89,1
pikiran-rakyat,https://www.pikiran-rakyat.com/jawa-barat/pr-01327053/gunung-galunggung-tasikmalaya-diwacanakan-jadi-geopark-jangan-abaikan-mitigasi?page=2,0.53,0.52,0.58,0.88,0
pikiran-rakyat,https://www.pikiran-rakyat.com/bandung-raya/pr-01326924/sesar-lembang-layak-jadi-geopark-yang-mengedepankan-pengurangan-risiko-bencana,0.53,0.73,0.53,0.96,1
pikiran-rakyat,https://www.pikiran-rakyat.com/jawa-barat/pr-01325782/guna-meningkatkan-perekonomian-di-tasikmalaya-geopark-galunggung-siap-ditetapkan-oktober-2020,0.53,0.65,0.53,0.84,0
radarsukabumi,https://radarsukabumi.com/kabupaten-sukabumi/jamkrindo-hijaukan-geopark-ciletuh/,0.71,0.89,0.72,0.79,1
radarsukabumi,https://radarsukabumi.com/kabupaten-sukabumi/pemkab-sukabumi/geoprak-ciletuh-berkembang-10-anak-dibawah-umur-hamil-diluar-nikah/,0.47,0.87,0.76,0.79,1
radarsukabumi,https://radarsukabumi.com/jawa-barat/dprd-jabar/lina-pemprov-jabar-tak-serius-kembangkan-geopark-ciletuh/,0.66,0.75,0.72,0.79,1
radarsukabumi,https://radarsukabumi.com/berita-utama/geopark-ciletuh-dan-jembatan-gantung-situgunung-jadi-wisata-unggulan-jabar/,0.7,0.87,0.72,0.83,1
radarsukabumi,https://radarsukabumi.com/kabupaten-sukabumi/pemkab-sukabumi/korpri-gelar-seminar-optimalisasi-kawasan-geopark-ciletuh-palabuhanratu-digelar/,0.82,0.88,0.76,0.79,1
radarsukabumi,https://radarsukabumi.com/kabupaten-sukabumi/pemkab-sukabumi/masterplan-geopark-ciletuh-palabuhanratu-disempurnakan/,0.76,0.82,0.72,0.79,1
radarsukabumi,https://radarsukabumi.com/kabupaten-sukabumi/pemkab-sukabumi/pengembangan-geopark-ciletuh-butuh-dukungan-bersama/,0.71,0.87,0.72,0.79,1
radarsukabumi,https://radarsukabumi.com/berita-utama/bocah-asal-ciemas-tewas-tenggelam-di-geopark-ciletuh-palabuhanratu/,0.72,0.79,0.72,0.79,1
radarsukabumi,https://radarsukabumi.com/berita-utama/polisi-selidiki-penyebab-kebakaran/,0,0.77,0.76,0.79,1
radarsukabumi,https://radarsukabumi.com/berita-utama/kawasan-karst-geopark-ciletuh-terancam-hancur-ditamban/,0.73,0.87,0.76,0.79,1
radarsukabumi,https://radarsukabumi.com/kabupaten-sukabumi/pemkab-sukabumi/borderline-ekonimic-summit-bahas-twin-geopark-pongkor-ciletuh/,0.71,0.77,0.71,0.79,1
radarsukabumi,https://radarsukabumi.com/kabupaten-sukabumi/cpuggp-go-internasional-jalin-kesepahaman-dengan-jepang/,0.54,0.88,0.72,0.79,1
radarsukabumi,https://radarsukabumi.com/berita-utama/sekda-curhat-soal-geopark/,0.53,0.88,0.66,0.76,1
radarsukabumi,https://radarsukabumi.com/berita-utama/status-ugg-ciletuh-terancam-dicabut/,0.66,0.89,0.72,0.79,1
radarsukabumi,https://radarsukabumi.com/kabupaten-sukabumi/pemkab-sukabumi/geopark-ciletuh-masuk-top-100-woderful-event-kementrian-pariwisata/,0.71,0.79,0.75,0.79,1
radarsukabumi,https://radarsukabumi.com/berita-utama/geopark-ciletuh-palabuhanratu-dibangun-aher-diabaikan-emil/,0.72,0.85,0.72,0.79,1
radarsukabumi,https://radarsukabumi.com/berita-utama/geopark-dukung-green-province-2025/,0.53,0.92,0.72,0.84,1
radarsukabumi,https://radarsukabumi.com/berita-utama/sdm-dan-infrastruktur-jadi-prioritas-konsep-wisata-geopark-ciletuh-palabuhanratu/,0.75,0.84,0.34,0.34,1
radarsukabumi,https://radarsukabumi.com/kabupaten-sukabumi/infrastruktur/potensi-kabupaten-sukabumi-dilirik-bea-cukai-bogor/,0.26,0.97,0.26,0.26,1
radarsukabumi,https://radarsukabumi.com/berita-utama/jembatan-gantung-situ-gunung-pengelola-untung-pemkab-buntung/,0,0.96,0.26,0.79,1
radarsukabumi,https://radarsukabumi.com/kabupaten-sukabumi/objek-wisata-dibalik-geopark/,0.63,0.89,0.72,0.79,1
radarsukabumi,https://radarsukabumi.com/berita-utama/habiskan-rp500-m-hasil-baru-rp386-juta/,0,0.92,0.72,0.79,1
radarsukabumi,https://radarsukabumi.com/jawa-barat/geopark-rajamandala-butuh-uang-pemprov/,0.53,0.88,0.53,0.59,1
radarsukabumi,https://radarsukabumi.com/berita-utama/pemprov-kepincut-wisata-hanjeli/2/,0.22,0.58,0.34,0.79,0
radarsukabumi,https://radarsukabumi.com/jawa-barat/geopark-rajamandala-butuh-uang-pemprov/,0.53,0.88,0.53,0.59,1
republika,https://republika.co.id/berita/q2ldjb368/perum-jamkrindo-tanam-ratusan-pohon-di-geopark-ciletuh,0.66,0.89,0.66,0.78,1
republika,https://republika.co.id/berita/q1xz2f423/pemkab-sukabumi-godog-ltemgtmasterplanltemgt-kembangkan-geopark-ciletuh,0.71,0.82,0.71,0.79,1
republika,https://republika.co.id/berita/q1gtcu383/sukabumi-ingin-jadikan-cgf-event-skala-internasional,0.26,0.85,0.71,0.75,1
republika,https://republika.co.id/berita/q0kncn313/geopark-ciletuh-kerja-sama-dengan-geopark-di-jepang,0.66,0.88,0.66,0.91,1
republika,https://republika.co.id/berita/q0kh2m428/ui-kembangkan-pusat-taman-botani-di-sukabumi,0.37,0.96,0.81,0.84,1
republika,https://republika.co.id/berita/pv1tje216/rolexplore-bermain-di-ciletuh-2selesai,0.4,0.8,0.76,0,1
republika,https://republika.co.id/berita/puzf8i423/pemprov-jabar-komitmen-kembangkan-geopark-ciletuh,0.66,0.92,0.66,0.75,1
republika,https://republika.co.id/berita/ppqky8335/pemprov-jabar-akan-bentuk-unit-khusus-geopark-ciletuh,0.66,0.71,0.76,0.79,1
republika,https://republika.co.id/berita/ppq2tg328/ekonomi-warga-geopark-ciletuh-sukabumi-terus-menggeliat,0.71,0.92,0.7,0.75,1
republika,https://republika.co.id/berita/pxx9it284/sukabumi-bangun-pelabuhan-hubungkan-ke-kawasan-emgeoparkem,0.4,0.85,0.59,0.87,1
republika,https://republika.co.id/berita/puitbp216/rolexplore-bermain-di-ciletuh-1,0.4,0.78,0.76,0,1
republika,https://republika.co.id/berita/po594j438/geopark-dan-jembatan-gantung-sukabumi-jadi-magnet-wisatawan,0.59,0.96,0.63,0.91,1
republika,https://republika.co.id/berita/pz0ftp335/vokasi-ui-berdayakan-warga-di-geopark-pongkor,0.53,0.64,0.53,0.73,0
republika,https://republika.co.id/berita/plsg52330/dpr-apresiasi-bupati-bogor-dalam-optimalisasi-pariwisata,0,0.53,0.53,0.64,0
republika,https://republika.co.id/berita/q39ke6428/danau-toba-dianggap-telah-penuhi-empat-pilar-geopark,0.53,0.58,0.53,0.87,0
republika,https://republika.co.id/berita/q1j6tl284/natuna-akhir-2019-diusulkan-jadi-situs-geopark-unesco,0.53,0.78,0.53,0.87,1
republika,https://republika.co.id/berita/pv1vl9284/permintaan-sultan-soal-pengelolaan-geopark-gunung-sewu,0.53,0.71,0.53,0.92,1
republika,https://republika.co.id/berita/po78yq459/geowisata-jadi-sarana-edukasi-bencana,0,0.76,0.53,0.91,1
republika,https://www.republika.co.id/berita/nasional/daerah/19/10/18/pzkf2j384-galunggung-akan-diusulkan-jadi-geopark-internasional,0.58,0.75,0.62,0.91,1
republika,https://republika.co.id/berita/pzv4t4366/danau-singkarak-bertambah-luas-setiap-tahun,0,0.75,0.58,0.83,1
republika,https://republika.co.id/berita/pxxdga368/jabar-minta-kbb-inventarisasi-lahan-karst-citatah,0,0.75,0.58,0.83,1
republika,https://republika.co.id/berita/pt1las368/sail-to-natuna-promosikan-kawasan-geopark-nasional,0.66,0.69,0.58,0.83,1
republika,https://nasional.republika.co.id/berita/q1j6tl284/natuna-akhir-2019-diusulkan-jadi-situs-geopark-unesco,0.53,0.78,0.53,0.83,1
republika,https://www.republika.co.id/berita/pwrye4428/pengembangan-geopark-butuh-bantuan-pemerintah-pusat,0.53,0.82,0.79,0.83,1
republika,https://republika.co.id/berita/poig9c383/pemkab-pangandaran-rintis-emgeoparkem,0,0.79,0.66,0.66,1
republika,https://www.republika.co.id/berita/pw5jgq382/nasional/umum/19/07/31/pvi6g8335-jokowi-dorong-taman-bumi-kaldera-toba-diakui-unesco,0.45,0.83,0.39,0.66,1
republika,https://republika.co.id/berita/pvf4m8368/unesco-puas-dengan-pengelolaan-geopark-gunung-sewu,0.53,0.67,0.53,0.65,1
republika,https://republika.co.id/berita/pqjy2c414/geopark-nasional-silokek-perkaya-destinasi-wisata-sumbar,0.62,0.75,0.58,0.65,1
republika,https://republika.co.id/berita/pqhtww423/nasional/daerah/19/04/24/pqgm2w423-geopark-sumbar-diharapkan-mampu-membangun-ekonomi-warga,0.58,0.84,0.53,0.62,1
sindonews,https://jabar.sindonews.com/read/8377/1/poles-geopark-ciletuh-disparbud-jabar-siapkan-dana-rp126-miliar-1562321239,0.66,1,0.66,0,1
sindonews,https://ekbis.sindonews.com/read/1463566/34/perum-jamkrindo-lakukan-pemberdayaan-masyarakat-di-kawasan-ciletuh-1574980097,0.5,0.89,0,0.42,1
tempo,https://travel.tempo.co/read/1090598/sertifikat-unesco-untuk-geopark-ciletuh-telah-terbit,0.66,0.91,0.66,0.79,1
tempo,https://nasional.tempo.co/read/897466/tim-asesor-unesco-kunjungi-geopark-ciletuh-jawa-barat,0.66,0.92,0,0,1
tempo,https://nasional.tempo.co/read/1090596/geopark-ciletuh-palabuhanratu-resmi-menjadi-ugg,0.72,0.82,0,0,1
tempo,https://travel.tempo.co/read/1085477/menikmati-geopark-ciletuh-dari-bukit-soca,0.66,0.95,0.66,0.84,1
tempo,https://travel.tempo.co/read/1051565/rute-baru-menuju-geopark-ciletuh-lebih-pendek-dan-indah,0.66,0.97,0.53,0.79,1
tempo,https://travel.tempo.co/read/1121586/geopark-ciletuh-dinilai-cocok-untuk-penggodogan-atlet-paralayang,0.66,0.89,0.66,0.83,1
tempo,https://nasional.tempo.co/read/872966/penambangan-dan-sampah-merusak-geopark-nasional-ciletuh,0.7,1,0.27,0.35,1
tempo,https://travel.tempo.co/read/1079922/unesco-tetapkan-ciletuh-palabuhanratu-sebagai-geopark-dunia,0.72,0.88,0.53,0.79,1
tempo,https://bisnis.tempo.co/read/832122/2017-jawa-barat-bangun-jalan-baru-33-km-ke-geopark-ciletuh,0.66,0.91,0,0,1
tempo,https://travel.tempo.co/read/1247717/ciletuh-geopark-festival-selama-10-hari-cek-agenda-yang-menarik,0.66,0.85,0.66,0.79,1
tempo,https://travel.tempo.co/read/1090598/sertifikat-unesco-untuk-geopark-ciletuh-telah-terbit,0.66,0.91,0.66,0.79,1
tempo,https://nasional.tempo.co/read/897466/tim-asesor-unesco-kunjungi-geopark-ciletuh-jawa-barat,0.66,0.92,0,0,1
tempo,https://nasional.tempo.co/read/1090596/geopark-ciletuh-palabuhanratu-resmi-menjadi-ugg,0.72,0.82,0,0,1
tempo,https://travel.tempo.co/read/1085477/menikmati-geopark-ciletuh-dari-bukit-soca,0.66,0.95,0.66,0.84,1
tempo,https://travel.tempo.co/read/1051565/rute-baru-menuju-geopark-ciletuh-lebih-pendek-dan-indah,0.66,0.97,0.53,0.79,1
tempo,https://travel.tempo.co/read/1121586/geopark-ciletuh-dinilai-cocok-untuk-penggodogan-atlet-paralayang,0.66,0.89,0.66,0.83,1
tempo,https://nasional.tempo.co/read/872966/penambangan-dan-sampah-merusak-geopark-nasional-ciletuh,0.7,1,0.27,0.35,1
tempo,https://travel.tempo.co/read/1079922/unesco-tetapkan-ciletuh-palabuhanratu-sebagai-geopark-dunia,0.72,0.88,0.53,0.79,1
tempo,https://bisnis.tempo.co/read/832122/2017-jawa-barat-bangun-jalan-baru-33-km-ke-geopark-ciletuh,0.66,0.91,0,0,1
tempo,https://travel.tempo.co/read/1247717/ciletuh-geopark-festival-selama-10-hari-cek-agenda-yang-menarik,0.66,0.85,0.66,0.79,1
tempo,https://travel.tempo.co/read/1102632/300-ribu-wisatawan-padati-geopark-ciletuh-selama-musim-liburan,0.66,0.88,0.66,0.79,1
tempo,https://travel.tempo.co/read/769940/jawa-barat-bentuk-badan-pengendali-geopark-ciletuh,0.66,0.88,0.22,0.75,1
tempo,https://travel.tempo.co/read/1081796/putra-putri-indonesia-promosikan-geopark-ciletuh-lewat-instagram,0.66,0.81,0.7,0.84,1
tempo,https://travel.tempo.co/read/1149229/geopark-ciletuh-raih-penghargaan-obyek-wisata-baru-terpopuler,0.7,0.84,0.66,0.79,1
tempo,https://nasional.tempo.co/read/1080175/geopark-ciletuh-palabuhanratu-resmi-sandang-unesco-global-geopark,0.72,0.96,0,0,1
tempo,https://travel.tempo.co/read/771812/warga-sekitar-geopark-ciletuh-dilatih-jadi-pemandu-wisata,0.7,0.75,0,0.22,1
tempo,https://travel.tempo.co/read/762929/hari-kartini-21-perempuan-jelajah-geopark-ciletuh,0.66,0.92,0,0.35,1
tempo,https://nasional.tempo.co/read/874776/paramitha-rusady-jadi-duta-geopark-ciletuh,0.66,0.83,0,0,1
tempo,https://bisnis.tempo.co/read/1064952/ahmad-heryawan-ingin-geopark-ciletuh-dibiayai-obligasi-daerah,0.66,0.82,0.53,0.83,1
tempo,https://travel.tempo.co/read/837410/unesco-siap-evaluasi-geopark-ciletuh,0.66,0.88,0,0.22,1
tempo,https://travel.tempo.co/read/1102632/300-ribu-wisatawan-padati-geopark-ciletuh-selama-musim-liburan,0.66,0.88,0.66,0.79,1
tempo,https://travel.tempo.co/read/769940/jawa-barat-bentuk-badan-pengendali-geopark-ciletuh,0.66,0.88,0.22,0.75,1
tempo,https://travel.tempo.co/read/1081796/putra-putri-indonesia-promosikan-geopark-ciletuh-lewat-instagram,0.66,0.81,0.7,0.84,1
tempo,https://travel.tempo.co/read/1149229/geopark-ciletuh-raih-penghargaan-obyek-wisata-baru-terpopuler,0.7,0.84,0.66,0.79,1
tempo,https://nasional.tempo.co/read/1080175/geopark-ciletuh-palabuhanratu-resmi-sandang-unesco-global-geopark,0.72,0.96,0,0,1
tempo,https://travel.tempo.co/read/771812/warga-sekitar-geopark-ciletuh-dilatih-jadi-pemandu-wisata,0.7,0.75,0,0.22,1
tempo,https://travel.tempo.co/read/762929/hari-kartini-21-perempuan-jelajah-geopark-ciletuh,0.66,0.92,0,0.35,1
tempo,https://nasional.tempo.co/read/874776/paramitha-rusady-jadi-duta-geopark-ciletuh,0.66,0.83,0,0,1
tempo,https://bisnis.tempo.co/read/1064952/ahmad-heryawan-ingin-geopark-ciletuh-dibiayai-obligasi-daerah,0.66,0.82,0.53,0.83,1
tempo,https://travel.tempo.co/read/837410/unesco-siap-evaluasi-geopark-ciletuh,0.66,0.88,0,0.22,1
tempo,https://travel.tempo.co/read/1247717/ciletuh-geopark-festival-selama-10-hari-cek-agenda-yang-menarik,0.66,0.85,0.66,0.79,1
tempo,https://travel.tempo.co/read/1275415/pendakian-gunung-rinjani-dibuka-kembali-ini-syaratnya/full&view=ok,0,0.84,0.53,0.84,1
tempo,https://travel.tempo.co/read/1255442/jalan-panjang-dieng-bisa-jadi-situs-geopark,0.53,0.71,0.53,0.79,1
tempo,https://travel.tempo.co/read/1245650/unesco-gunung-sewu-masih-sandang-status-geopark-dunia,0.53,0.76,0.53,0.79,1
tempo,https://tekno.tempo.co/read/1239236/indonesia-usulkan-toba-dan-belitung-jadi-geopark-dunia,0.53,0.76,0.53,0.87,1
tempo,https://travel.tempo.co/read/1229068/unesco-pantau-pengelolaan-geopark-gunung-sewu,0.53,0.67,0.53,0.84,1
tempo,https://tekno.tempo.co/read/1217976/lokasi-syuting-laskar-pelangi-ini-diusulkan-jadi-geopark-dunia,0.53,0.64,0.53,0.83,0
tempo,https://travel.tempo.co/read/1179799/apa-arti-status-global-geopark-untuk-pariwisata-danau-toba/full&view=ok,0.53,0.58,0.53,0.89,0
tempo,https://travel.tempo.co/read/1170452/banyuwangi-incar-unesco-global-geopark-menteri-arief-tak-mudah,0.53,0.73,0.53,0.87,1
tempo,https://metro.tempo.co/read/1205687/bupati-bogor-akui-kewalahan-mengawasi-gurandil,0,0.65,0,0.36,0
tempo,https://metro.tempo.co/read/1282464/bahas-8-isu-pembangunan-11-pemda-akan-berkumpul-di-bogor/full&view=ok,0,0.84,0,0.3,1
tempo,https://en.tempo.co/read/1239320/indonesia-proposes-belitung-and-toba-as-unesco-global-geoparks,0.53,0.71,0.53,0.53,1
tempo,https://travel.tempo.co/read/1238848/600-an-geolog-dunia-datangi-lombok-bukti-pariwisata-sudah-pulih,0,0.9,0.53,0.64,1
tempo,https://travel.tempo.co/read/1229873/dunia-berutang-pada-destinasi-wisata-alam-indonesia-ini/full&view=ok,0.35,0.59,0.5,0.96,0
tempo,https://tekno.tempo.co/read/1228789/peneliti-itb-krayan-layak-menjadi-situs-warisan-dunia-unesco/full&view=ok,0,0.54,0,0.91,0
tempo,https://bisnis.tempo.co/read/1203919/jawa-barat-segera-bebaskan-lahan-untuk-bandara-cikembar/full&view=ok,0,0.8,0,0.32,1
tempo,https://travel.tempo.co/read/1239345/geopark-karangsambung-bukti-kebumen-dulunya-dasar-laut,0.53,0.84,0.53,0.64,1
tribunnews,https://www.tribunnews.com/regional/2019/12/15/jamkrindo-ikut-hijaukan-geopark-ciletuh,0.66,0.87,0.26,0.76,1
tribunnews,https://travel.tribunnews.com/2019/01/14/mengenal-4-geopark-di-asia-tenggara-yang-masuk-daftar-geopark-global-unesco,0.53,0.81,0.7,0.73,1
tribunnews,https://www.tribunnews.com/regional/2019/12/15/jamkrindo-ikut-hijaukan-geopark-ciletuh,0.66,0.87,0.26,0.76,1
tribunnews,https://www.tribunnews.com/travel/2018/10/08/yuk-dikunjungi-ini-4-spot-wisata-di-geopark-ciletuh-jawa-barat,0.7,0.88,0.71,0.85,1
tribunnews,https://www.tribunnews.com/regional/2018/05/20/geopark-ciletuh-palabuhanratu-kini-resmi-gabung-unesco-global-geoparks,0.72,0.82,0.53,0.53,1
tribunnews,https://www.tribunnews.com/travel/2018/02/11/wisata-alam-geopark-ciletuh-palabuhan-ratu,0.8,0.75,0,0.53,1
tribunnews,https://www.tribunnews.com/regional/2016/07/10/ratusan-bidak-catur-raksasa-peninggalan-megalitikum-ditemukan-di-geopark-ciletuh,0.66,0.71,0.53,0.53,1
tribunnews,https://www.tribunnews.com/regional/2017/09/25/demiz-undang-presiden-ke-ciletuh-desember-nanti?page=2,0.4,0.88,0.72,0.62,1
tribunnews,https://www.tribunnews.com/regional/2020/01/24/jamkrindo-lakukan-pemberdayaan-berkelanjutan-di-geopark-ciletuh?page=2,0.66,0.76,0.66,0.8,1
tribunnews,https://www.tribunnews.com/kilas-kementerian/2018/10/13/upacara-adat-syukur-bumi-awali-festival-geopark-ciletuh,0.72,0.81,0.71,0.76,1
tribunnews,https://www.tribunnews.com/nasional/2018/04/16/50-atlet-paralayang-beraksi-di-funday-geopark-ciletuh,0.7,0.75,0,0,1
tribunnews,https://www.tribunnews.com/kilas-kementerian/2018/10/14/rekor-dunia-tercipta-di-pembukaan-festival-geopark-ciletuh-2018,0.66,0.75,0.66,0.66,1
tribunnews,https://www.tribunnews.com/regional/2018/05/20/geopark-ciletuh-palabuhanratu-kini-resmi-gabung-unesco-global-geoparks,0.72,0.82,0.53,0.53,1
tribunnews,https://m.tribunnews.com/kilas-kementerian/2019/03/09/presentasikan-potensi-geopark-indonesia-ke-markas-unesco-di-paris?page=all,0.53,0.79,0,0.53,1
tribunnews,https://www.tribunnews.com/bisnis/2019/03/26/inisiasi-antam-kembangkan-taman-buah-nusantara-di-bogor,0.27,0.84,0.27,0.27,1
tribunnews,https://www.tribunnews.com/nasional/2019/07/31/jokowi-dorong-geopark-kaldera-toba-diakui-unesco,0.58,0.77,0.53,0.84,1
tribunnews,https://www.tribunnews.com/kilas-kementerian/2019/05/07/cara-pemerintah-persiapkan-geopark-nasional-sawahlunto-jadi-unesco-global-geopark,0.58,0.75,0.58,0.58,1
tribunnews,https://bali.tribunnews.com/2019/11/29/status-batur-global-geopark-terancam-dicabut-unesco-hasil-riset-peneliti-ungkap-alasannya,0.53,0.61,0,0.58,0
