Media_Online,Seed_URL,Parent,Anchor,Surrounding,Tanggal_Publish
sindonews,https://jabar.sindonews.com/read/8377/1/poles-geopark-ciletuh-disparbud-jabar-siapkan-dana-rp126-miliar-1562321239," BANDUNG - Dinas Pariwisata dan Kebudayaan (Disparbud) Jawa Barat mengakselerasi pembangunan infrastruktur pendukung Geopark Ciletuh dengan alokasi anggaran hingga Rp12,6 miliar.Kepala Disparbud Jabar Dedi Taufik mengemukakan, salah satu infrastruktur pendukung yang akan dibangun yakni amphiteathre untuk menunjang pertunjukan seni dan budaya di geopark yang terletak di Palabuhanratu, Kabupaten Sukabumi itu.""Kebutuhan anggaran untuk merealisasikannya sebesar Rp12,6 miliar yang dialokasikan dari anggaran murni tahun 2019 Rp4,6 miliar, sisanya di anggaran murni 2020,"" ungkap Dedi melalui sambungan telepon selulernya, Jumat (5/7/2019).Dedi yang tengah menghadiri Sosialisasi Peraturan Presiden (Perpres) Nomor 9 Tahun 2019 tentang Pengembangan Taman Bumi di Hotel Bintang Bali Resort, Kita, Bali itu melanjutkan, selain amphiteathre, pihaknya juga akan memperbanyak sarana penunjang dan amenitas lainnya.   Baca Juga:Gus Bahar Dipenjara, Tipu Warga dengan Iming-iming Menggandakan UangKebutuhan Logistik 25 Warga Klaster WO yang Isolasi Mandiri Dipastikan Terpenuhi""Semua pekerjaannya akan diawasi dengan ketat, agar tidak merusak alam yang ada di sana. Selain amphiteatre, rambu petunjuk dan toilet akan juga ditambah. Yang pasti, kami tetap menjaga komitmen melakukan konservasi. Pembangunan mengikuti pola tata ruang yang sudah ditentukan. Aspek edukasi, pembelajaran geologi, biologi, kebudayaan tetap berjalan,"" paparnya.Dedi menyatakan, upaya tersebut merupakan pengembangan sekaligus menjaga status Geopark Ciletuh yang sudah ditetapkan sebagai Unesco Global Geopark (UGG). Sejak Geopark Ciletuh mendapat predikat UGG pada 2018, kata Dedi, pihak Unesco akan melakukan evaluasi berkala pada 2020 mendatang.Kepala Disparbud Jabar Dedi Taufik (kedua dari kiri) saat menghadiri Sosialisasi Perpres Nomor 9 Tahun 2019 tentang Pengembangan Taman Bumi di Bali, Jumat (5/7/2019). Foto/Istimewa Bersamaan dengan akselerasi tersebut, lanjut Dedi, pihaknya berharap, proyek penunjang lainnya, seperti pembangunan Pelabuhan Laut Pengumpan Regional (PLPR) di Pantai kawasan Pantai Karang Pamulang, Kecamatan Palabuhanratu, bisa selesai. ""Fasilitas ini dibangun untuk menunjang angkutan laut yang menghubungkan Palabuhanratu dengan Jakarta,"" katanya.   Dedi mengatakan, selain Geopark Ciletuh, kawasan serupa akan diperhatikan dan dikembangkan, di antaranya Geopark Nasional Pongkor, Geopark Pangandaran, Geopark Galunggung Sepuluh Ribu Bukit, dan Geopark Karst Rajamandala. ""Pemerintah pusat juga berkomitmen mendukung. Mereka akan membantu melalui tim khusus untuk geopark,"" ujarnya.Dedi juga menyebutkan, aspek lingkungan, sosial budaya, dan ekonomi harus menjadi perhatian utama dalam pengembangan geopark sesuai dengan tiga pilar pengembangan geopark, yaitu konservasi, edukasi, dan pembangunan ekonomi masyarakat secara berkelanjutan.""Geopark sebagai sebuah produk wisata perlu terus dikelola melalui konsep pengembangan yang holistik dan integratif karena bersifat lintas sektor. Jabar harus terus menggenjot pertumbuhan ekonomi melalui sektor pariwisata dan geopark di Jabar memiliki peluang yang sangat tinggi untuk terus dikembangkan,"" tutur Dedi.""Dibutuhkan kerja sama dan komitmen bersama antara pemerintah pusat, provinsi, kabupaten/kota, dan seluruh pihak terkait, termasuk masyarakat untuk mengembangkan potensi geopark menjadi sumber peningkatan pertumbuhan ekonomi berkelanjutan melalui pengembangan pariwisata,"" pungkasnya.(zik) ", geopark ciletuh  pemprov jabar, harga motor  harga motor baru 2021  jawa timur  honda pcx 160  honda pcx  ekonomi bisnis  harga motor  ktm  motor adventure  industri otomotif  motor listrik  mobil listrik  harga motor  harga motor  harga motor  internasional  kementerian kesehatan  update kasus corona  data covid 19  sinkronisasi data covid  akurasi data covid 19  good doctor  grab  grab dukung vaksin  vaksinasi covid19  kementerian kesehatan  vaksin sinovac  corona  covid 19  kementerian kesehatan  distribusi vaksin  corona  covid 19  vaksin corona  satgas penanganan covid-19  kementerian kesehatan  kementerian kesehatan  pasar tanah abang  vaksin covid-19  vaksinasi massal   vaksin pedagang pasar tanah abang  vaksinasi massal   pasar tanah abang  vaksin pedagang pasar tanah abang  kementerian kesehatan  vaksinasi massal   vaksin covid-19  vaksin pedagang pasar tanah abang  pasar tanah abang  kementerian kesehatan  vaksin covid-19  vaksinasi massal   pasar tanah abang  kementerian kesehatan  kementerian kesehatan  pasar tanah abang  vaksin covid-19  pedagang pasar  vaksinasi massal   rs rujukan covid19  pandemi covid 19  kementerian kesehatan  virus corona  vaksinasi covid19  vaksin covid-19  kemenkes  kementerian kesehatan  vaksinasi massal   kemenkes  menkes  budi gunadi sadikin  vaksinasi covid19  kementerian kesehatan  vaksinasi covid19  menkes  kementerian kesehatan  budi gunadi sadikin  kemenkes  kementerian kesehatan  menteri kesehatan   budi gunadi sadikin  vaksinasi covid19  vaksinasi covid19 bertahap  vaksinasi covid19  vaksin covid-19  kementerian kesehatan  rekor muri  vaksinasi massal   kementerian kesehatan  vaksinasi covid19  vaksinasi covid19 bertahap  kementerian kesehatan  corona  vaksin covid-19  covid 19  tenaga kesehatan   kementerian kesehatan  kebugaran  aplikasi kesehatan  pandemi covid 19  sipgar  corona  kementerian kesehatan  kemenkes  vaksin corona  kementerian kesehatan  vaksin covid-19  kemenkes  vaksin corona  vaksin  kementerian kesehatan  pandemi covid 19  terawan agus putranto  budi gunadi sadikin  kemenkes  kementerian kesehatan  liburan panjang  pandemi covid 19 indonesia  pandemi covid 19  pandemi covid 19  kementerian kesehatan  alat pcr dan rapid  inovasi  kesehatan  layanan kesehatan  era digital  kementerian kesehatan  kementerian kesehatan  penanganan covid 19  pandemi covid 19  alat rapid test,"Jum'at, 05 Juli 2019 - 17:02 WIB"
sindonews,https://ekbis.sindonews.com/read/1463566/34/perum-jamkrindo-lakukan-pemberdayaan-masyarakat-di-kawasan-ciletuh-1574980097," JAKARTA - Perum Jamkrindo menandatangani kesepakatan bersama dengan Pemerintah Kabupaten Sukabumi tentang peningkatan perekonomian masyarakat berbasis kampanye anti sampah plastik di Ciletuh Palabuhanratu Unesco Global Geopark.Melalui serangkaian kegiatan yang dimulai dari peningkatan kesadaran masyarakat mengenai perlunya menangani sampah plastik, perekonomian masyarakat di kawasan Geopark Ciletuh Palabuhanratu, Kabupaten Sukabumi, Jawa Barat bisa meningkat.Direktur Utama Perum Jamkrindo, Randi Anto, menjelaskan kegiatan yang bersifat kolaboratif di kawasan Geopark Ciletuh Palabuhanratu itu, akan dilaksanakan selama tiga tahun ke depan. Dan mendukung Indonesia Bebas Sampah Plastik 2025 yang dicanangkan oleh pemerintah.""Kami sudah melaksanakan berbagai kegiatan pemberdayaan masyarakat di berbagai daerah, bahkan ke daerah-daerah yang cukup jauh di luar Jawa. Sebagai bentuk partisipasi kami terhadap upaya-upaya pencapaian target tujuan pembangunan berkelanjutan (SDGâs), kami memulai kegiatan di kawasan Geopark Ciletuh Palabuhanratu,"" ujar Randi Anto di Jakarta, Kamis (28/11/2019).   Baca Juga:PNS Mau Pergi ke Luar Kota Saat Libur Isra Miraj dan Hari Raya Nyepi? Ini SyaratnyaIndustri Kelapa Sawit Diklaim Kebal Pandemi, Terus Menopang Ekonomi NasionalDia melanjutkan, Perum Jamkrindo memilih kawasan Geopark Ciletuh Palabuhanratu sebagai tempat pelaksanaan rangkaian kegiatan pemberdayaan masyarakat karena kawasan tersebut memiliki potensi yang besar, tetapi memerlukan kolaborasi banyak pihak untuk mengembangkannya.""Adapun kampanye anti sampah plastik dipilih sebagai tema awal kegiatan karena sebagaimana destinasi wisata lainnya, Kawasan Geopark Ciletuh Palabuhanratu menghadapi persoalan yang sama yakni belum terkelolanya sampah plastik. Padahal, sampah plastik adalah ancaman serius, tidak saja bagi kawasan wisata tetapi juga bumi secara keseluruhan,"" jelasnya.Kegiatan yang dirancang oleh Perum Jamkrindo dan Pemerintah Kabupaten Sukabumi akan bersifat pemberdayaan bukan pemberian bantuan cuma-cuma (filantropis).   Melalui gerakan anti sampah plastik, diharapkan muncul kesadaran bersama, baik masyarakat di Kawasan Geopark Ciletuh Palabuhanratu maupun wisatawan yang berkunjung ke kawasan tersebut. Ke depan, gerakan ini akan memberi nilai tambah bagi Geopark Ciletuh Palabuhanratu.Sebagai perusahaan milik negara yang bergerak dalam bisnis inti penjaminan kredit usaha mikro, kecil, dan menengah (UMKM), Perum Jamkrindo memiliki kompetensi untuk meningkatkan kapasitas UMKM, termasuk di kawasan Geopark Ciletuh Palabuhanratu. (ven) ", jamkrindo  pengelolaan sampah  sampah plastik, bencana banjir  bantuan banjir  korban banjir  pt jamkrindo  pandemi covid 19  pt jamkrindo syariah  jamsyar  kinerja jamsyar  umkm  asuransi  pt asuransi kredit indonesia askrindo  bantuan umkm  kemenko perekonomian  pt jamkrindo  inklusi keuangan  pemuda  jamsyar  bank sinarmas  bisnis syariah  kerja sama bisnis  pt jamkrindo syariah  pt jamkrindo  csr  pt jamkrindo syariah  jamsyar  laba jamsyar  pandemi covid 19  pt jamkrindo  kredit bank  kredit modal kerja  umkm  pt jamkrindo  penjaminan kredit  pt jamkrindo  penjaminan kredit  umkm  koperasi  pt jamkrindo  pt jamkrindo  penghargaan  jamsyar  pt jamkrindo syariah  bank bjb  dampak ekonomi sosial corona  ekonomi  kota bandung  provinsi jawa barat  umkm  bri  bank bri  pemulihan ekonomi  pt jamkrindo  umkm  modal bekerja   kemenko perekonomian  covid-19  pt jamkrindo  umkm  pt jamkrindo  asuransi  penyertaan modal negara pmn  kredit usaha rakyat kur  sampah  daur ulang sampah  bank sampah  danone aqua  sampah plastik  lingkungan hidup  menteri lingkungan hidup siti nurbaya  sampah  kementerian lingkungan hidup dan kehutanan lhk  sampah  kementerian lingkungan hidup dan kehutanan lhk  kerusakan lingkungan  pengelolaan sampah   kantong segar 365  supermarket  pengelolaan sampah   sampah plastik  hari peduli sampah nasional  sampah  shell indonesia  hari peduli sampah nasional  desa bersemi  pengolahan sampah rumah tangga  sampah  permasalahan sampah  kementerian lingkungan hidup dan kehutanan lhk  limbah b3  lingkungan   pt freeport indonesia  kementerian lingkungan hidup dan kehutanan lhk  pengelolaan sampah   dongeng  danone aqua  danone indonesia  sampah  pengelolaan sampah   apbd  kasus korupsi  dlh purbalingga  pemkab purbalingga  kejari purbalingga  sandiaga salahuddin uno  sandiaga uno  pengelolaan sampah   lingkungan   limbah medis  lingkungan   lingkungan hidup  pemkab bekasi  sampah  pengelolaan sampah   kabupaten bekasi  tempat pembuangan sampah tps  sampah  lingkungan   kementerian lingkungan hidup dan kehutanan lhk  pln  pln jabodetabek  daur ulang sampah  pln  pengelolaan sampah   sampah  daur ulang sampah  pengelolaan sampah   pemkot jakarta utara  jakarta utara  sampah  pemkot jakarta utara  luhut binsar pandjaitan  presiden jokowi  pengelolaan sampah   kemenko maritim dan investasi  new normal  kesehatan  lingkungan   taman safari indonesia tsi  satwa taman safari  kuda nil  sampah plastik  kabupaten bogor  sampah  daur ulang sampah  bank sampah  danone aqua  sampah plastik  sampah plastik  daur ulang sampah  galon minuman  galon sekali pakai  galon isi ulang  kantong segar 365  supermarket  pengelolaan sampah   sampah plastik  hari peduli sampah nasional  limbah mikroplastik  pencemaran laut  pencemaran lingkungan  sampah plastik  permasalahan sampah  kemasan plastik  sampah plastik  lingkungan   hari peduli sampah nasional  larangan kantong plastik  coca cola  daur ulang  bank sampah  sampah plastik  hari peduli sampah nasional  pemulung  pengelolaan sampah   sampah plastik  pt unilever indonesia tbk  sampah plastik  daur ulang sampah  sprite  kemasan plastik  kemasan produk  sampah plastik  klhk  galon minuman  galon sekali pakai  sampah kemasan  pemkab bekasi  sampah  sampah plastik  tempat pembuangan sampah tps  permasalahan sampah  manado  sampah plastik  bunaken  taman nasional bunaken  sampah laut  sampah  sampah plastik  tol jorr  kota bekasi  sampah  sampah plastik  kalimalang  kota bekasi  media sosial  sampah plastik  air minum dalam kemasan  galon minuman  galon sekali pakai  kemasan plastik  pencemaran laut  sampah plastik  wisata pantai  biota laut  penumpukan sampah  lingkungan hidup  sampah plastik  larangan kantong plastik  limbah mikroplastik  sampah plastik  luhut binsar pandjaitan  kementerian koordinator bidang kemaritiman dan investasi  sustainable development goals sdgs  daur ulang sampah  sampah plastik  startup  coca cola  ekonomi kreatif ekraf  digitalisasi  galon sekali pakai  galon minuman  sampah plastik,"Jum'at, 29 November 2019 - 05:28 WIB"
