Media_Online,Seed_URL,Parent,Anchor,Surrounding,Tanggal_Publish
kontan,https://keuangan.kontan.co.id/news/kampanye-anti-sampah-plastik-jamkrindo-mulai-berdayakan-masyarakat-kawasan-ciletuh?page=all,"Reporter: Tendi Mahadi | Editor: Tendi  KONTAN.CO.ID -Â JAKARTA. Perum Jamkrindo menandatangani kesepakatan bersama dengan Pemerintah Kabupaten Sukabumi tentang peningkatan perekonomian masyarakat berbasis kampanye anti sampah plastik di Ciletuh Palabuhanratu Unesco Global Geopark.  Melalui serangkaian kegiatan yang dimulai dari peningkatan kesadaran masyarakat mengenai perlunya menangani sampah plastik, perekonomian masyarakat di kawasan Geopark Ciletuh Palabuhanratu, Kabupaten Sukabumi, Jawa Barat bisa meningkat.Â   Baca Juga: Asabri proyeksi hasil investasi tahun depan naik satu digit   Direktur Utama Perum Jamkrindo Randi Anto menjelaskan, kegiatan yang bersifat kolaboratif di kawasan Geopark Ciletuh Palabuhanratu itu akan dilaksanakan selama tiga tahun ke depan dan mendukung Indonesia Bebas Sampah Plastik 2025 yang dicanangkan oleh pemerintah.  âKami sudah melaksanakan berbagai kegiatan pemberdayaan masyarakat di berbagai daerah, bahkan ke daerah-daerah yang cukup jauh di luar Jawa. Sebagai bentuk partisipasi kami terhadap upaya-upaya pencapaian target tujuan pembangunan berkelanjutan (SDGâs), kami memulai kegiatan di kawasan Geopark Ciletuh Palabuhanratu,â ujar Randi Anto dalam keterangannya, Kamis (28/11).  Perum Jamkrindo memilih kawasan Geopark Ciletuh Palabuhanratu sebagai tempat pelaksanaan rangkaian kegiatan pemberdayaan masyarakat karena kawasan tersebut memiliki potensi yang besar, tetapi memerlukan kolaborasi banyak pihak untuk mengembangkannya.Â   Adapun kampanye anti sampah plastik dipilih sebagai tema awal kegiatan karena sebagaimana destinasi wisata lainnya, Kawasan Geopark Ciletuh Palabuhanratu menghadapi persoalan yang sama yakni belum terkelolanya sampah plastik. Padahal, sampah plastik adalah ancaman serius, tidak saja bagi kawasan wisata, tetapi juga bumi secara keseluruhan.Â   Baca Juga: Maipark gelar Geo-Ekskursi Papandayan untuk diseminasi pengetahuan risiko bencana   Setelah penandatanganan kesepakatan bersama, berbagai kegiatan akan dilaksanakan di kawasan Geopark Ciletuh Palabuhanratu. Kegiatan yang dirancang oleh Perum Jamkrindo dan Pemerintah Kabupaten Sukabumi akan bersifat pemberdayaan, bukan pemberian bantuan cuma-cuma (filantropis).  Melalui gerakan anti sampah plastik, diharapkan muncul kesadaran bersama, baik masyarakat di Kawasan Geopark Ciletuh Palabuhanratu maupun wisatawan yang berkunjung ke kawasan tersebut. Ke depan, gerakan ini akan memberi nilai tambah bagi Geopark Ciletuh Palabuhanratu.  Sebagai perusahaan milik negara yang bergerak dalam bisnis inti penjaminan kredit usaha mikro, kecil, dan menengah (UMKM), Perum Jamkrindo memiliki kompetensi untuk meningkatkan kapasitas UMKM, termasuk di kawasan Geopark Ciletuh Palabuhanratu.Â   âPerum Jamkrindo memang menjalankan bisnis utama penjaminan. Namun, Perum Jamkrindo juga ingin memberi kontribusi langsung kepada masyarakat. Melalui serangkaian kegiatan yang kami rancang bersama Pemerintah Kabupaten Sukabumi ini, kami berharap perekonomian masyarakat akan meningkat,â ujar Randi.Â   Rangkaian kegiatan yang akan dilaksanakan bersama Perum Jamkrindo dan Pemerintah Kabupaten Sukabumi beserta berbagai pihak itu antara lain penanaman pohon di kawasan Pantai Palangpang, penyediaan tempat sampah, pemberdayaan UMKM, pemberian pinjaman kemitraan, jambore anti sampah plastik.Â   Baca Juga: AAUI ingin lakukan judicial review UU penjaminan, ini respons industri pejaminan   Selain kegiatan tersebut, akan muncul kegiatan-kegiatan konstruktif lain berdasarkan diskusi dengan komunitas-komunitas yang ada di kawasan Ciletuh Palabuhanratu selama tiga tahun ke depan. Namun, tidak menutup kemungkinan bahwa kegiatan bisa berlanjut jika diperlukan.Â   Bupati Sukabumi Marwan Hamami menjelaskan, kesepakatan bersama dengan Perum Jamkrindo merupakan langkah strategis untuk memajukan kawasan Geopark Ciletuh Palabuhanratu. âKami mengucapkan terima kasih karena Perum Jamkrindo ikut berpartisipasi dalam pengembangan kawasan Geopark Ciletuh Palabuhanratu. Semoga kerja sama ini akan memberi hasil positif bagi masyarakat,â ujar Marwan.Â   Dari segi kinerja bisnis, Perum Jamkrindo terus mencatatkan kenaikan volume penjaminan. Sampai Oktober 2019, volume penjaminan kredit Perum Jamkrindo mencapai Rp 177,99 triliun, meningkat 19,19% dari realisasi Oktober 2018 yaitu Rp 148,5 triliun.Â   Volume penjaminan tersebut berasal dari penjaminan non-KUR sebesar Rp 125 triliun (70% dari komposisi penjaminan) dan penjaminan KUR sebesar Rp 52,88 triliun (30% dari komposisi penjaminan). Realisasi volume penjaminan pada Oktober 2019 telah mencapai 97,6% dari Rencana Kerja dan Anggaran Perusahaan 2019. ",Perum Jamkrindo,Jamkrindo Industri penjaminan penjaminan perusahaan penjaminan Jaminan Kredit Indonesia Jamkrindo Perum Jamkrindo Jamkrindo Jamkrindo Industri penjaminan penjaminan perusahaan penjaminan Jaminan Kredit Indonesia Jamkrindo Perum Jamkrindo Jamkrindo Jamkrindo Industri penjaminan penjaminan perusahaan penjaminan Jaminan Kredit Indonesia Jamkrindo Perum Jamkrindo Jamkrindo Jaminan Kredit Indonesia Jamkrindo Jamkrindo Perum Jamkrindo Penghargaan perusahaan penjaminan penjaminan Jaminan Kredit Indonesia Jamkrindo Jamkrindo Perum Jamkrindo Penghargaan perusahaan penjaminan penjaminan Jaminan Kredit Indonesia Jamkrindo Jamkrindo Perum Jamkrindo Penghargaan perusahaan penjaminan penjaminan Industri penjaminan penjaminan perusahaan penjaminan Jaminan Kredit Indonesia Jamkrindo Perum Jamkrindo Jamkrindo Industri penjaminan penjaminan perusahaan penjaminan Jaminan Kredit Indonesia Jamkrindo Perum Jamkrindo Jamkrindo Industri penjaminan penjaminan perusahaan penjaminan Jaminan Kredit Indonesia Jamkrindo Perum Jamkrindo Jamkrindo Meninggal Dunia Jaminan Kredit Indonesia Jamkrindo Perum Jamkrindo Jamkrindo Meninggal Dunia Jaminan Kredit Indonesia Jamkrindo Perum Jamkrindo Jamkrindo Meninggal Dunia Jaminan Kredit Indonesia Jamkrindo Perum Jamkrindo Jamkrindo penjaminan kredit Pemulihan Ekonomi Nasional (PEN) Jaminan Kredit Indonesia Jamkrindo Jamkrindo Jamkrindo Syariah Perum Jamkrindo penjaminan kredit Pemulihan Ekonomi Nasional (PEN) Jaminan Kredit Indonesia Jamkrindo Jamkrindo Jamkrindo Syariah Perum Jamkrindo penjaminan kredit Pemulihan Ekonomi Nasional (PEN) Jaminan Kredit Indonesia Jamkrindo Jamkrindo Jamkrindo Syariah Perum Jamkrindo Jaminan Kredit Indonesia Jamkrindo Jamkrindo Perum Jamkrindo Jaminan Kredit Indonesia Jamkrindo Jamkrindo Perum Jamkrindo Jaminan Kredit Indonesia Jamkrindo Jamkrindo Perum Jamkrindo PT Bahana Pembinaan Usaha Indonesia (BPUI) Bahana Pembinaan Usaha Indonesia Bpui Jasa Raharja Pt Jasa Raharja Persero Asuransi Jasindo Jasindo Askrindo Pt Askrindo Persero PT Asuransi Kredit Indonesia (Askrindo) Jaminan Kredit Indonesia Jamkrindo Jamkrindo Perum Jamkrindo PT Penjaminan Jamkrindo Syariah (Jamsyar) PT Bahana Pembinaan Usaha Indonesia (BPUI) Bahana Pembinaan Usaha Indonesia Bpui Jasa Raharja Pt Jasa Raharja Persero Asuransi Jasindo Jasindo Askrindo Pt Askrindo Persero PT Asuransi Kredit Indonesia (Askrindo) Jaminan Kredit Indonesia Jamkrindo Jamkrindo Perum Jamkrindo PT Penjaminan Jamkrindo Syariah (Jamsyar) PT Bahana Pembinaan Usaha Indonesia (BPUI) Bahana Pembinaan Usaha Indonesia Bpui Jasa Raharja Pt Jasa Raharja Persero Asuransi Jasindo Jasindo Askrindo Pt Askrindo Persero PT Asuransi Kredit Indonesia (Askrindo) Jaminan Kredit Indonesia Jamkrindo Jamkrindo Perum Jamkrindo PT Penjaminan Jamkrindo Syariah (Jamsyar) Perum Jamkrindo Perum Jamkrindo Perum Jamkrindo Perum Jamkrindo Bank Artha Graha Perum Jamkrindo Bank Artha Graha Perum Jamkrindo Bank Artha Graha Perum Jamkrindo Perum Jamkrindo Perum Jamkrindo,2019-11-28 15:41:12+07:00
