Media_Online,Seed_URL,Parent,Anchor,Surrounding,Tanggal_Publish
tempo,https://travel.tempo.co/read/1090598/sertifikat-unesco-untuk-geopark-ciletuh-telah-terbit,"
TEMPO.CO, Bandung - Sertifikat UNESCO Global Geoparks (UGG) untuk geopark Ciletuh -Palabuhanratu telah terbit, General Director of Unesco, Audrey Azoulay, menandatangani sertifikat tersebut sehingga lengkap sudah legatlitas Geopark Ciletuh-Palabuhanratu, Kabupaten Sukabumi, Jawa Barat sebagai bagian dari 'keluarga besar' UGG di dunia. Ketua Harian Badan Pengelola Geopark Ciletuh-Palabuhanratu Deny Juanda mengatakan terbitnya sertifikat ini melengkapi perjuangan proses sertifikasi UNESCO. ""Alhamdulillah, kami bersyukur sekali atas terbitnya sertifikat ini, segera akan digelar acara peresmian UGG-Geopark Ciletuh-Palabuhanratu,"" katanya , di Bandung, Sabtu, 19/5 ""Terima kasih atas prestasi semua pihak yang telah concern dan bersama-sama berjuang pada setiap proses sertifikasi UNESCO ini,"" kata dia. Sertifikat ini memiliki masa berlaku sejak ditetapkan dari 17 April 2018 hingga 16 April 2022. Tahun ini Unesco mengesahkan 12 geopark dari 11 negara sebagai UGG. Pengesahan disampaikan dalam sidang Executive Board Unesco ke 204, Komisi Programme and External Relations, Kamis, 12/4, di Paris, Perancis.


 Hingga kini tercatat empat UGG di Indonesia yang masuk ke dalam jaringn taman bumi dunia. Keempat taman bumi itu adlaah: Batur UNESCO Global Geopark, Gunung Sewu UNESCO Global Geopark, Ciletuh - Palabuhanratu aspiring UNESCO Global Geopark, dan terakhir Rinjani-Lombok UNESCO Global Geopark.Pasca penetapan bulan lalu, Pemerintah Provinsi Jabar terus menggenjot pembangunan infrastruktur di Ciletuh-Palabuhanratu. Gubernur Jawa Barat Ahmad Heryawan Â mengungkapkan untuk infrastruktur jalan penghubung Geopark Ciletuh-Palabuhanratu, pemerintah sudah menggelontorkan anggaran Rp96 miliar pada 2016 untuk ruas jalan dari pintu masuk Waluran ke Geopark. Lalu pada 2017 dibangun juga ruas jalan dari pintu masuk Loji ke Geopark yang menelan anggaran Rp217 miliar. ""Tahun ini kita membuat kawasan jalan dari arah pintu masuk Paltiga sebesar Rp90 miliar. Termasuk pembangunan bandara di Sukabumi, karena salah satu syarat geopark internasional itu, harus ada bandara dekat geopark dengan jarak tempuh maksimal tiga jam perjalanan,"" katanya.ANTARA



",Geopark Ciletuh,Geopark Ciletuh UNESCO Pandemi Geopark Ciletuh UNESCO Pandemi Geopark Ciletuh UNESCO Wisatawan UNESCO Global Geopark Geopark Ciletuh UNESCO Wisatawan UNESCO Global Geopark Ciletuh Ciletuh Geopark Festival Geopark Ciletuh Ciletuh Ciletuh Geopark Festival Geopark Ciletuh Geopark Geopark Ciletuh Rinjani Geopark Geopark Ciletuh Rinjani Ridwan Kamil Air Terjun Sukabumi Geopark Ciletuh Ridwan Kamil Air Terjun Sukabumi Geopark Ciletuh Geopark Ciletuh Geopark Ciletuh Geopark Ciletuh Paralayang Geopark Ciletuh Paralayang Geopark Ciletuh Geopark Ciletuh Geopark Ciletuh Geopark Ciletuh Toyota Fortuner Toyota Daendels Geopark Ciletuh Toyota Fortuner Toyota Daendels Geopark Ciletuh Geopark Ciletuh Geopark travel Geopark Ciletuh Geopark travel Wisata Alam Geopark Ciletuh Geopark UNESCO Sukabumi Objek Wisata Wisata Alam Geopark Ciletuh Geopark UNESCO Sukabumi Objek Wisata KLB Demokrat Nazaruddin Partai Demokrat Moeldoko AHY KLB Demokrat Nazaruddin Partai Demokrat Moeldoko AHY Libur Maret 2021 Cuti Bersama COVID-19 Isra Miraj Cuti Bersama 2021 Libur Maret 2021 Cuti Bersama COVID-19 Isra Miraj Cuti Bersama 2021 Julie Estelle gaun gaun pengantin Pernikahan Makeup Julie Estelle gaun gaun pengantin Pernikahan Makeup Soeharto Yayasan Harapan Kita Bambang Trihatmodjo Mbak Tutut Pengadilan Negeri Keluarga Cendana Utang Sri Mulyani Soeharto Yayasan Harapan Kita Bambang Trihatmodjo Mbak Tutut Pengadilan Negeri Keluarga Cendana Utang Sri Mulyani Manny Pacquiao Tinju Dunia Jadwal Tinju WBA Mikey Garcia Tinju Berita Terkini Manny Pacquiao Tinju Dunia Jadwal Tinju WBA Mikey Garcia Tinju Berita Terkini AHY Demokrat KLB Demokrat Moeldoko Mahfud MD AHY Demokrat KLB Demokrat Moeldoko Mahfud MD Bank Panin Suap Pajak Pajak KPK Ditjen Pajak Bank Panin Suap Pajak Pajak KPK Ditjen Pajak Korupsi Sarana Jaya Pembangunan Sarana Jaya Yoory C. Pinontoan Rumah DP Nol DPRD DKI Korupsi Sarana Jaya Pembangunan Sarana Jaya Yoory C. Pinontoan Rumah DP Nol DPRD DKI Tinju Tinju Dunia Mike Tyson Jadwal Tinju Evander Holyfield Berita Terkini Tinju Tinju Dunia Mike Tyson Jadwal Tinju Evander Holyfield Berita Terkini Liga Champions Jadwal Liga Champions Juventus vs FC Porto Dortmund vs Sevilla Juventus Jadwal Bola Borussia Dortmund Sevilla FC Porto Jadwal Bola Hari Ini Jadwal Bola Malam Ini Jadwal Siaran Langsung Sepak Bola PSG vs Barcelona Liga Champions Jadwal Liga Champions Juventus vs FC Porto Dortmund vs Sevilla Juventus Jadwal Bola Borussia Dortmund Sevilla FC Porto Jadwal Bola Hari Ini Jadwal Bola Malam Ini Jadwal Siaran Langsung Sepak Bola PSG vs Barcelona Kemenhub Budi Karya Kecelakaan Transportasi Kementerian Perhubungan Kemenhub Budi Karya Kecelakaan Transportasi Kementerian Perhubungan Kemenhub Budi Karya Kecelakaan Transportasi Kementerian Perhubungan Ahok Sarana Jaya Pondok Ranggon Lahan Cengkareng Barat KPK Ahok Sarana Jaya Pondok Ranggon Lahan Cengkareng Barat KPK Ahok Sarana Jaya Pondok Ranggon Lahan Cengkareng Barat KPK Kemnaker PHK Jokowi UU Cipta Kerja BPJS Kemnaker PHK Jokowi UU Cipta Kerja BPJS Kemnaker PHK Jokowi UU Cipta Kerja BPJS Kerajaan Inggris Inggris Ratu Elizabeth II Meghan Markle Pangeran Harry Pangeran Charles Boris Johnson Rasisme Kerajaan Inggris Inggris Ratu Elizabeth II Meghan Markle Pangeran Harry Pangeran Charles Boris Johnson Rasisme Kerajaan Inggris Inggris Ratu Elizabeth II Meghan Markle Pangeran Harry Pangeran Charles Boris Johnson Rasisme Bansos Covid-19 Korupsi Bansos Covid-19 BPK Achsanul Qosasi Kemensos Mensos Juliari Batubara Bansos Covid-19 Korupsi Bansos Covid-19 BPK Achsanul Qosasi Kemensos Mensos Juliari Batubara Bansos Covid-19 Korupsi Bansos Covid-19 BPK Achsanul Qosasi Kemensos Mensos Juliari Batubara Meghan Markle Pangeran Harry Wawancara Pangeran Harry - Meghan Markle dengan Oprah Oprah Winfrey Kate Middleton Meghan Markle Pangeran Harry Wawancara Pangeran Harry - Meghan Markle dengan Oprah Oprah Winfrey Kate Middleton Meghan Markle Pangeran Harry Wawancara Pangeran Harry - Meghan Markle dengan Oprah Oprah Winfrey Kate Middleton rawon Sup Kuliner Resep Jawa Timur rawon Sup Kuliner Resep Jawa Timur rawon Sup Kuliner Resep Jawa Timur Partai Demokrat KLB Demokrat Moeldoko Warganet Demokrasi Partai Demokrat KLB Demokrat Moeldoko Warganet Demokrasi Partai Demokrat KLB Demokrat Moeldoko Warganet Demokrasi Barcelona PSG vs Barcelona PSG Paris Saint-Germain Liga Champions Neymar Frenkie de Jong Preview Barcelona PSG vs Barcelona PSG Paris Saint-Germain Liga Champions Neymar Frenkie de Jong Preview Barcelona PSG vs Barcelona PSG Paris Saint-Germain Liga Champions Neymar Frenkie de Jong Preview Halodoc Gopay Kesehatan Pandemi COVID-19 Halodoc Gopay Kesehatan Pandemi COVID-19 Halodoc Gopay Kesehatan Pandemi COVID-19,"Sabtu, 19 Mei 2018 23:54 WIB"
tempo,https://nasional.tempo.co/read/897466/tim-asesor-unesco-kunjungi-geopark-ciletuh-jawa-barat,"
INFO NASIONAL - ""Kunjungan Tim Asesor UNESCO ke kawasan Geopark Nasional Ciletuh-Palabuhanratu memberikan Â semangat semua pemangku kepentingan untuk menerapkan konsep Community Based Tourism yang berbasis konservasi, edukasi, dan pemberdayaan masyarakat,"" ujar Wakil Gubernur Jawa Barat Deddy Mizwar. Tim assessor dari UNESCO berkunjung Â sejak Selasa 1 Agustus 2017 hingga Jumat 4 Agustsu 2017. Dalam kunjungan tersebut mereka menilai apakah Geopark Ciletuh Palabuhanratu masuk UNESCO Global Geopark atau tidak. Apabila memenuhi kualifikasi, Ciletuh akan dinyatakan sebagai geopark kelas dunia. Perekomendasian Ciletuh- Pelabuhan Ratu sebagai UNESCO Global Geopark akan disampaikan pada forum Asia Pacific Geopark Network di Cina, September mendatang.""Besar harapan kami, Geopark Nasional Ciletuh-Palabuhanratu memperoleh rekomendasi untuk menjadi UNESCO Global Geopark,"" Â kata Deddy Â MizwarÂ pada Â pertemuan dengan Â para Assesor UNESCO, di Aula Setda Kabupaten Sukabumi, Jumat, 4 Agustus 2017. Wagub Â mengungkapkan, Â pihaknya juga akan terus membenahi sistem manajemen dan memperbanyak Â promosi, seperti penyelenggaraan Festival Geopark Ciletuh-Palabuhanratu yang dilaksanakan sejak 2015.""Mari kita jadikan Geopark Nasional Â Ciletuh-Palabuhanratu sebagai bestpractice untuk mengeksplorasi berbagai potensi alam di Jawa Barat,"" ujarnya. DeddyMizwar Â optimistis, dengan luas wilayah mencapai lebih dari 37 ribu km2, Jawa Barat memiliki surga-surga tersembunyi yang potensial dikembangkan menjadi destinasi wisata kelas dunia.Kepala Dinas Pariwisata dan Kebudayaan Jabar Ida Hernida mengatakan, Geopark Ciletuh memiliki luas sekitar 126 ribu hektar yang menghampar dari Ujung Genteng sampai Cisolok dan berbatasan langsung dengan Provinsi Banten. Ia menyatakan selama Â sebulan terakhir Â pihaknya melakukan pembenahan Â infrastruktur pendukung seperti panel-panel penerangan, pagar-pagar, pemasangan penunjuk jalan.""Untuk mendukung Geopark Ciletuh sebagai UNESCO Geopark, sebuah geopark juga harus memenuhi beberapa unsur yaitu geo-diversity (keragaman geologi), bio-diversity (keragaman biologi), dan culture diversity (keragaman budaya),"" tutur Ida.(*)



","Oliver Stone, Kemanusiaan dan Orisinalitas Tema Filmnya   BPS: Potensi Produksi Padi Naik Signifikan Tahun ini Perayaan Virtual Film Pilihan Tempo 2020  Lintasarta: Layanan Cloud Jadi Tren ",KLB Demokrat Nazaruddin Partai Demokrat Moeldoko AHY KLB Demokrat Nazaruddin Partai Demokrat Moeldoko AHY AHY Demokrat KLB Demokrat Moeldoko Mahfud MD AHY Demokrat KLB Demokrat Moeldoko Mahfud MD AHY SBY KLB Demokrat Yasonna Demokrat AHY SBY KLB Demokrat Yasonna Demokrat Moeldoko AHY Megawati Partai Demokrat KLB Partai Demokrat Moeldoko AHY Megawati Partai Demokrat KLB Partai Demokrat KLB Demokrat Demokrat Moeldoko Nazaruddin AHY KLB Demokrat Demokrat Moeldoko Nazaruddin AHY virus corona vaksin virus corona Lockdown COVID-19 negara virus corona vaksin virus corona Lockdown COVID-19 negara Suap Pajak KPK Ditjen Pajak Kemenkeu ICW Suap Pajak KPK Ditjen Pajak Kemenkeu ICW KLB Demokrat AHY Moeldoko Partai Demokrat Jokowi Kongres Luar Biasa SBY Mahfud MD KLB Demokrat AHY Moeldoko Partai Demokrat Jokowi Kongres Luar Biasa SBY Mahfud MD Zona Merah Wagub DKI Satgas Covid-19 DPRD DKI Dinas Kesehatan Zona Merah Wagub DKI Satgas Covid-19 DPRD DKI Dinas Kesehatan KLB Demokrat Demokrat AHY KLB Partai Demokrat KLB Demokrat Demokrat AHY KLB Partai Demokrat KLB Demokrat Demokrat AHY KLB Partai Demokrat KLB Demokrat Kemenkumham Demokrat Moeldoko KLB KLB Demokrat Kemenkumham Demokrat Moeldoko KLB KLB Demokrat Kemenkumham Demokrat Moeldoko KLB Risma Mensos Pandemi Covid-19 Surabaya Zona Merah Kemensos Risma Mensos Pandemi Covid-19 Surabaya Zona Merah Kemensos Risma Mensos Pandemi Covid-19 Surabaya Zona Merah Kemensos Contact Tracer Petisi Satgas Covid-19 BRI pasien covid-19 Contact Tracer Petisi Satgas Covid-19 BRI pasien covid-19 Contact Tracer Petisi Satgas Covid-19 BRI pasien covid-19 KLB Demokrat SBY Demokrat AHY Moeldoko KLB Demokrat SBY Demokrat AHY Moeldoko KLB Demokrat SBY Demokrat AHY Moeldoko Kapolri Mahfud MD UU ITE Narkotika Listyo Sigit Kapolri Mahfud MD UU ITE Narkotika Listyo Sigit Kapolri Mahfud MD UU ITE Narkotika Listyo Sigit Prolegnas RUU Pemilu Yasonna RUU PKS RUU Larangan Minuman Beralkohol Prolegnas RUU Pemilu Yasonna RUU PKS RUU Larangan Minuman Beralkohol Prolegnas RUU Pemilu Yasonna RUU PKS RUU Larangan Minuman Beralkohol Prolegnas RUU Larangan Minuman Beralkohol RUU PKS DPR RUU Perlindungan PRT Prolegnas RUU Larangan Minuman Beralkohol RUU PKS DPR RUU Perlindungan PRT Prolegnas RUU Larangan Minuman Beralkohol RUU PKS DPR RUU Perlindungan PRT Tilang Elektronik Korlantas Kapolri E-Tilang Tilang ETLE Tilang Elektronik Korlantas Kapolri E-Tilang Tilang ETLE Tilang Elektronik Korlantas Kapolri E-Tilang Tilang ETLE,"Sabtu, 5 Agustus 2017 20:38 WIB"
